Categoría,Texto
Disfrutar,"Si todo límite ante el deseo y la ambición puede significar una agravio contra la salud , y así a la felicidad, y por ende a la misma vida de un bárbaro, siendo que el mundo no es en su mayoría bárbaro sino barbarizado o deshumanizado y al mundo se deben adecuar, es concebible que existan sectas en las que el bárbaro se pueda dar el derecho de disfrutar de su propia cultura sin perjuicio para su dominio, que es el mercado, que es sustento por las masas, cuyas culturas no coinciden con la suya. Si las masas dentro del mundo tiene que adaptar su cultura a la predominante sino al menos practicarla de manera confidencial y definitivamente fuera del mercado, ¿como no puede ser concebible la existencia de una cultura como la que se presenta"
Derecho,"Si todo límite ante el deseo y la ambición puede significar una agravio contra la salud , y así a la felicidad, y por ende a la misma vida de un bárbaro, siendo que el mundo no es en su mayoría bárbaro sino barbarizado o deshumanizado y al mundo se deben adecuar, es concebible que existan sectas en las que el bárbaro se pueda dar el derecho de disfrutar de su propia cultura sin perjuicio para su dominio, que es el mercado, que es sustento por las masas, cuyas culturas no coinciden con la suya. Si las masas dentro del mundo tiene que adaptar su cultura a la predominante sino al menos practicarla de manera confidencial y definitivamente fuera del mercado, ¿como no puede ser concebible la existencia de una cultura como la que se presenta"
Materia,"Si el deseo sexual, que es un deseo material, es indice de salud, y la salud es producto de la actividades diarias que promueven la ambición, que por ende deben de ser ambiciones materiales, es de esperar que esta manera de vivir y ver la vida sea común entre los altos cargos de una sociedad materialista"
Salud,"Si el deseo sexual, que es un deseo material, es indice de salud, y la salud es producto de la actividades diarias que promueven la ambición, que por ende deben de ser ambiciones materiales, es de esperar que esta manera de vivir y ver la vida sea común entre los altos cargos de una sociedad materialista"
Vida,"Si el deseo sexual, que es un deseo material, es indice de salud, y la salud es producto de la actividades diarias que promueven la ambición, que por ende deben de ser ambiciones materiales, es de esperar que esta manera de vivir y ver la vida sea común entre los altos cargos de una sociedad materialista"
Sexualidad,"Si el deseo sexual, que es un deseo material, es indice de salud, y la salud es producto de la actividades diarias que promueven la ambición, que por ende deben de ser ambiciones materiales, es de esperar que esta manera de vivir y ver la vida sea común entre los altos cargos de una sociedad materialista"
Salud,"En tanto que el deseo sexual es para el bárbaro indice de salud, no es de sorprenderse que limitar el deseo sexual ante cualquier aberración según su pensamiento sea un agravio contra su propia persona. De manera que la poligamia no solo queda obviado, sino que la pedofilia y hasta la bestialidad son concebibles"
Pensar,"En tanto que el deseo sexual es para el bárbaro indice de salud, no es de sorprenderse que limitar el deseo sexual ante cualquier aberración según su pensamiento sea un agravio contra su propia persona. De manera que la poligamia no solo queda obviado, sino que la pedofilia y hasta la bestialidad son concebibles"
Aberración,"En tanto que el deseo sexual es para el bárbaro indice de salud, no es de sorprenderse que limitar el deseo sexual ante cualquier aberración según su pensamiento sea un agravio contra su propia persona. De manera que la poligamia no solo queda obviado, sino que la pedofilia y hasta la bestialidad son concebibles"
Sexualidad,"En tanto que el deseo sexual es para el bárbaro indice de salud, no es de sorprenderse que limitar el deseo sexual ante cualquier aberración según su pensamiento sea un agravio contra su propia persona. De manera que la poligamia no solo queda obviado, sino que la pedofilia y hasta la bestialidad son concebibles"
Humanos,"En tanto que el deseo sexual es para el bárbaro indice de salud, no es de sorprenderse que limitar el deseo sexual ante cualquier aberración según su pensamiento sea un agravio contra su propia persona. De manera que la poligamia no solo queda obviado, sino que la pedofilia y hasta la bestialidad son concebibles"
Noche,"Ni aunque les arrebatara Dios la salida del sol y les deparara la eterna noche los bárbaros creerían en Dios, antes creerían que ha sido obra del enemigo suyo, el hombre, y haríanles guerras y se esforzarían por controlar el cielo"
Dios,"Ni aunque les arrebatara Dios la salida del sol y les deparara la eterna noche los bárbaros creerían en Dios, antes creerían que ha sido obra del enemigo suyo, el hombre, y haríanles guerras y se esforzarían por controlar el cielo"
Cielo,"Ni aunque les arrebatara Dios la salida del sol y les deparara la eterna noche los bárbaros creerían en Dios, antes creerían que ha sido obra del enemigo suyo, el hombre, y haríanles guerras y se esforzarían por controlar el cielo"
Humanos,"Ni aunque les arrebatara Dios la salida del sol y les deparara la eterna noche los bárbaros creerían en Dios, antes creerían que ha sido obra del enemigo suyo, el hombre, y haríanles guerras y se esforzarían por controlar el cielo"
Naturaleza,Qué importa que no sean conscientes más que un puñado de gente? ¿Es que acaso creen que se pueden salvar tantos montones de personas? ¿Es que no entienden que la naturaleza está plagada? ¿Que la naturaleza está constantemente destruyéndolos y ellos constantemente recobrándose? La naturaleza no dará ni para la mitad
Gente,Qué importa que no sean conscientes más que un puñado de gente? ¿Es que acaso creen que se pueden salvar tantos montones de personas? ¿Es que no entienden que la naturaleza está plagada? ¿Que la naturaleza está constantemente destruyéndolos y ellos constantemente recobrándose? La naturaleza no dará ni para la mitad
Salvar,Qué importa que no sean conscientes más que un puñado de gente? ¿Es que acaso creen que se pueden salvar tantos montones de personas? ¿Es que no entienden que la naturaleza está plagada? ¿Que la naturaleza está constantemente destruyéndolos y ellos constantemente recobrándose? La naturaleza no dará ni para la mitad
Humanos,Qué importa que no sean conscientes más que un puñado de gente? ¿Es que acaso creen que se pueden salvar tantos montones de personas? ¿Es que no entienden que la naturaleza está plagada? ¿Que la naturaleza está constantemente destruyéndolos y ellos constantemente recobrándose? La naturaleza no dará ni para la mitad
Disfrutar,"Que diferencia hay entre un gemido causado por un buen sabor con aquel de una buena sensación? Siéntase vergüenza de disfrutar de cosas placenteras, que son todas vulgares por igual"
Bien,"Que diferencia hay entre un gemido causado por un buen sabor con aquel de una buena sensación? Siéntase vergüenza de disfrutar de cosas placenteras, que son todas vulgares por igual"
Palabra,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
Enfermedad,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
Vida,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
Dios,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
Mal,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
Sufrimiento,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
Conocimiento,"Porque hemos vivido toda una vida sin conocer el bien y acostumbrados al mal, cuando nos concede Dios su compasión, no sin dolor nos muestra el mal como un mal y lo padecemos, no sin dolor nos muestra la enfermedad como una enfermedad y la adolecemos, con tal de que de ello nos libremos y por primera vez conozcamos el bien que le imploramos. Dios no nos hace sufrir, nosotros sufrimos porque aceptamos su palabra y hasta entonces nuestros males no nos permitíamos sufrir"
